Emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
emp3349,0.76,0.62,3,150,2,1,0,0,technical,medium
emp3350,0.19,0.78,5,156,6,0,0,0,technical,medium
emp3351,0.52,0.73,2,233,3,0,0,0,technical,medium
emp3352,0.66,0.59,5,262,2,0,0,0,technical,medium
emp3353,0.95,0.67,3,183,3,0,0,0,support,medium
emp3354,0.95,0.78,4,225,2,0,0,0,support,medium
emp3355,0.57,0.54,5,216,3,0,0,0,support,medium
emp3356,0.48,0.57,5,227,3,0,0,0,support,medium
emp3357,0.95,0.5,4,242,2,0,0,0,support,medium
emp3358,0.7,0.67,4,224,3,0,0,0,support,medium
emp3359,0.48,0.61,3,223,3,1,0,0,support,medium
emp3360,0.62,0.58,3,202,2,0,0,0,support,medium
emp3361,0.58,0.76,3,220,3,0,0,0,support,medium
emp3362,1,0.87,4,129,5,0,0,0,support,medium
emp3363,0.79,0.65,2,193,5,0,0,0,support,medium
emp3364,0.58,0.73,3,165,2,0,0,0,technical,medium
emp3365,0.59,0.79,4,209,2,0,0,0,technical,medium
emp3366,0.66,0.8,4,183,2,1,0,0,technical,medium
emp3367,0.71,0.59,4,138,3,0,0,0,management,medium
emp3368,0.9,0.74,5,152,3,0,0,0,IT,medium
emp3369,0.74,0.63,4,170,2,0,0,0,IT,medium
emp3370,0.66,0.93,5,185,3,0,0,0,IT,medium
emp3371,0.92,0.53,2,249,2,0,0,0,IT,high
emp3372,0.55,0.51,4,155,3,0,0,0,IT,low
emp3373,0.51,0.43,3,204,4,0,0,0,product_mng,medium
emp3374,0.49,0.52,5,188,4,0,0,0,product_mng,medium
emp3375,0.88,0.52,5,264,4,0,0,0,product_mng,medium
emp3376,0.6,0.8,4,146,2,0,0,0,product_mng,medium
emp3377,0.93,0.65,4,212,4,0,0,0,IT,medium
emp3378,0.86,0.59,3,215,3,0,0,0,RandD,medium
emp3379,0.78,0.98,4,239,3,0,0,0,RandD,medium
emp3380,0.69,0.55,3,188,3,0,0,0,RandD,medium
emp3381,0.84,0.51,4,259,3,0,0,0,RandD,medium
emp3382,0.48,0.62,3,200,3,1,0,0,RandD,medium
emp3383,0.63,0.86,3,245,2,0,0,0,marketing,low
emp3384,0.54,0.61,3,182,2,0,0,0,sales,low
emp3385,0.85,0.53,4,181,2,0,0,0,accounting,low
emp3386,0.51,0.52,3,164,3,0,0,0,support,low
emp3387,0.88,0.86,5,257,3,0,0,0,technical,low
emp3388,0.87,0.93,3,178,3,0,0,0,management,low
emp3389,0.54,0.5,4,224,3,0,0,0,marketing,low
emp3390,0.96,0.67,5,170,3,0,0,0,marketing,high
emp3391,0.58,0.75,4,233,2,0,0,0,marketing,low
emp3392,0.21,0.57,5,239,3,0,0,0,sales,high
emp3393,0.5,0.56,5,185,2,0,0,0,sales,high
emp3394,0.52,0.54,4,184,3,0,0,0,sales,low
emp3395,0.5,0.7,3,188,2,0,0,0,sales,low
emp3396,0.74,0.86,3,186,3,1,0,0,sales,high
emp3397,0.69,0.63,3,226,3,0,0,0,sales,low
emp3398,0.61,0.74,2,143,6,0,0,0,sales,medium
emp3399,0.5,0.82,3,213,3,0,0,0,sales,high
emp3400,0.79,0.53,2,217,2,0,0,0,sales,medium
emp3401,0.73,0.68,5,190,2,0,0,0,sales,medium
emp3402,0.49,0.69,2,147,2,0,0,0,sales,medium
emp3403,0.7,0.77,2,235,3,1,0,0,sales,medium
emp3404,0.27,0.62,6,136,3,0,0,0,sales,high
emp3405,0.8,0.54,5,261,2,0,0,0,sales,medium
emp3406,0.45,0.6,6,176,4,0,0,0,sales,medium
emp3407,0.63,0.64,4,212,4,0,0,0,sales,medium
emp3408,0.76,0.52,2,148,3,0,0,0,sales,high
emp3409,0.42,0.74,6,218,6,0,0,0,sales,medium
emp3410,0.41,0.87,6,262,6,0,0,0,sales,high
emp3411,0.74,0.46,6,145,3,0,0,0,accounting,low
emp3412,0.82,0.75,3,230,4,1,0,0,accounting,medium
emp3413,0.82,0.65,4,210,2,0,0,0,accounting,medium
emp3414,0.53,0.73,4,227,3,0,0,0,hr,medium
emp3415,0.71,0.77,4,142,2,0,0,0,hr,medium
emp3416,0.5,0.9,4,171,2,0,0,0,hr,low
emp3417,0.68,0.89,3,241,3,0,0,0,hr,low
emp3418,0.68,0.99,3,247,2,1,0,0,technical,low
emp3419,0.48,0.86,5,246,3,0,0,0,technical,low
emp3420,0.59,0.72,3,188,3,1,0,0,technical,low
emp3421,0.21,0.7,3,104,2,0,0,0,technical,low
emp3422,0.99,0.73,5,197,4,1,0,0,technical,low
emp3423,1,0.88,4,191,4,0,0,0,technical,low
emp3424,0.84,0.51,4,173,2,0,0,0,technical,low
emp3425,0.86,0.82,2,207,4,1,0,0,technical,low
emp3426,0.52,0.54,5,247,4,0,0,0,technical,high
emp3427,0.94,0.97,5,197,5,1,0,0,technical,low
emp3428,0.55,0.81,3,242,2,0,0,0,technical,low
emp3429,0.79,0.59,3,145,2,0,0,0,support,low
emp3430,0.91,0.9,4,174,3,0,0,0,support,low
emp3431,0.82,0.99,3,195,2,0,0,0,support,high
emp3432,0.84,0.94,4,270,3,1,0,0,support,low
emp3433,0.72,0.68,4,238,3,0,0,0,support,low
emp3434,0.68,0.85,4,156,2,0,0,0,support,low
emp3435,0.99,0.96,5,261,3,0,0,0,support,high
emp3436,0.74,0.85,5,135,2,0,0,0,support,low
emp3437,0.8,0.41,6,185,4,0,0,0,support,medium
emp3438,0.55,0.55,3,197,3,0,0,0,support,high
emp3439,0.56,0.95,3,241,3,0,0,0,support,medium
emp3440,0.88,0.98,3,263,3,1,0,0,technical,high
emp3441,0.86,0.49,4,251,2,0,0,0,technical,medium
emp3442,0.64,0.95,3,218,2,0,0,0,technical,medium
emp3443,0.82,0.58,4,183,3,0,0,0,management,medium
emp3444,0.66,0.8,4,252,3,0,0,0,IT,medium
emp3445,0.64,0.95,3,98,3,0,0,0,IT,medium
emp3446,0.17,0.78,6,284,4,0,0,0,IT,medium
emp3447,0.75,0.68,4,220,2,0,0,0,IT,medium
emp3448,0.45,0.39,4,275,3,0,0,0,IT,medium
emp3449,0.99,0.9,4,164,3,0,0,0,product_mng,high
emp3450,0.93,0.67,5,237,4,0,0,0,product_mng,low
emp3451,0.88,0.8,3,133,3,0,0,0,product_mng,medium
emp3452,0.62,0.52,5,256,4,0,0,0,product_mng,medium
emp3453,0.94,0.88,4,270,3,0,0,0,IT,medium
emp3454,0.59,0.92,4,196,2,0,0,0,RandD,medium
emp3455,0.93,0.89,4,209,2,0,0,0,RandD,medium
emp3456,0.71,0.39,3,261,3,0,0,0,RandD,medium
emp3457,0.6,0.6,3,221,2,0,0,0,RandD,medium
emp3458,0.71,0.69,4,180,3,1,0,0,RandD,medium
emp3459,0.91,0.57,4,145,3,0,0,0,marketing,medium
emp3460,0.78,0.96,4,111,2,0,0,0,sales,high
emp3461,0.52,0.63,4,232,3,0,0,0,accounting,low
emp3462,0.99,0.7,5,195,3,0,0,0,support,low
emp3463,0.86,0.51,4,211,2,1,0,0,technical,low
emp3464,0.74,0.68,4,194,2,0,0,0,management,high
emp3465,0.15,0.84,4,275,5,0,0,0,marketing,low
emp3466,0.57,0.54,3,140,3,0,0,0,marketing,low
emp3467,0.67,0.6,3,157,3,0,0,0,marketing,low
emp3468,0.8,0.93,4,258,3,0,0,0,sales,high
emp3469,0.83,0.82,5,273,4,0,0,0,sales,low
emp3470,0.69,0.53,3,135,2,0,0,0,sales,low
emp3471,0.64,0.83,3,188,4,0,0,0,sales,low
emp3472,0.95,0.52,5,222,2,0,0,0,sales,low
emp3473,0.97,0.52,4,231,3,0,0,0,sales,low
emp3474,0.85,0.86,3,255,2,0,0,0,sales,low
emp3475,0.72,0.51,3,254,2,0,0,0,sales,low
emp3476,0.91,0.85,3,244,3,1,0,0,sales,medium
emp3477,0.81,0.83,3,132,4,0,0,0,sales,medium
emp3478,0.13,0.67,5,234,6,0,0,0,sales,medium
emp3479,0.95,0.81,4,272,3,0,0,0,sales,medium
emp3480,0.82,0.54,4,191,3,0,0,0,sales,medium
emp3481,0.63,0.93,4,238,4,0,0,0,sales,medium
emp3482,0.55,0.69,3,225,2,0,0,0,sales,medium
emp3483,0.83,0.95,3,211,2,0,0,0,sales,medium
emp3484,0.54,0.98,3,217,3,0,0,0,sales,medium
emp3485,0.89,0.91,5,156,4,0,0,0,sales,medium
emp3486,0.79,0.55,3,147,3,0,0,0,sales,medium
emp3487,0.56,0.73,4,134,3,0,0,0,accounting,medium
emp3488,0.89,0.7,4,235,2,1,0,0,accounting,high
emp3489,1,0.66,4,238,4,0,0,0,accounting,low
emp3490,0.43,0.72,3,258,4,0,0,0,hr,medium
emp3491,0.71,0.55,5,224,3,0,0,0,hr,medium
emp3492,0.98,0.59,4,149,2,0,0,0,hr,medium
emp3493,0.81,0.7,4,219,2,1,0,0,hr,medium
emp3494,0.71,0.53,3,186,2,0,0,0,technical,low
emp3495,0.99,0.6,4,259,4,0,0,0,technical,low
emp3496,0.34,0.62,3,119,2,0,0,0,technical,low
emp3497,0.58,0.91,3,223,2,0,0,0,technical,low
emp3498,0.77,0.49,4,184,3,0,0,0,technical,low
emp3499,0.64,0.5,3,238,4,0,0,0,technical,low
emp3500,0.13,1,4,157,5,1,0,0,technical,low
emp3501,0.98,0.6,2,249,3,0,0,0,technical,low
emp3502,0.72,0.84,4,195,2,0,0,0,technical,low
emp3503,0.55,0.79,3,162,2,0,0,0,technical,low
emp3504,0.62,0.91,4,231,3,0,0,0,technical,low
emp3505,0.74,0.91,2,264,3,0,0,0,support,low
emp3506,0.69,0.96,3,210,3,0,0,0,support,low
emp3507,0.6,0.63,4,192,3,0,0,0,support,low
emp3508,0.54,0.43,3,192,2,0,0,0,support,low
emp3509,0.56,0.75,4,249,3,0,0,0,support,low
emp3510,0.58,0.86,5,206,3,0,0,0,support,low
emp3511,0.21,0.66,4,165,5,0,0,0,support,low
emp3512,0.52,0.85,5,183,3,0,0,0,support,low
emp3513,0.98,0.7,4,253,2,0,0,0,support,low
emp3514,0.85,0.97,3,256,3,0,0,0,support,low
emp3515,0.62,0.88,2,263,4,0,0,0,support,medium
emp3516,0.63,0.61,3,234,3,1,0,0,technical,medium
emp3517,0.84,0.97,6,223,2,0,0,0,technical,medium
emp3518,0.71,0.69,2,172,3,0,0,0,technical,medium
emp3519,0.36,0.55,6,226,6,0,0,0,management,medium
emp3520,0.79,0.56,6,205,4,1,0,0,IT,medium
emp3521,0.59,0.55,4,235,2,0,0,0,IT,medium
emp3522,0.5,0.53,4,263,3,0,0,0,IT,medium
emp3523,0.88,0.66,4,271,3,1,0,0,IT,medium
emp3524,0.65,0.69,6,131,5,0,0,0,IT,medium
emp3525,0.71,0.56,4,238,4,0,0,0,product_mng,medium
emp3526,0.89,0.54,3,214,2,0,0,0,product_mng,medium
emp3527,0.83,0.84,3,267,3,0,0,0,product_mng,high
emp3528,0.73,0.53,3,184,2,0,0,0,product_mng,low
emp3529,0.71,0.67,3,264,3,0,0,0,IT,medium
emp3530,0.53,0.66,3,109,2,0,0,0,RandD,medium
emp3531,0.74,0.7,3,253,4,1,0,0,RandD,medium
emp3532,0.6,0.52,4,207,2,1,0,0,RandD,medium
emp3533,0.47,0.6,4,263,5,0,0,0,RandD,low
emp3534,0.88,0.88,3,214,2,1,0,0,RandD,low
emp3535,0.62,0.67,2,153,3,0,0,0,marketing,low
emp3536,0.24,0.48,5,123,5,1,0,0,sales,low
emp3537,0.15,0.36,5,159,2,0,0,0,accounting,low
emp3538,0.92,0.82,3,185,3,0,0,0,support,low
emp3539,0.74,0.7,4,167,3,1,0,0,technical,low
emp3540,0.86,0.77,3,271,3,0,0,0,management,low
emp3541,0.96,0.61,3,140,3,0,0,0,marketing,low
emp3542,0.54,0.6,4,141,3,0,0,0,marketing,low
emp3543,0.99,0.87,4,190,2,0,0,0,marketing,low
emp3544,0.72,0.73,5,134,2,0,0,0,sales,low
emp3545,0.96,0.75,5,176,4,0,0,0,sales,low
emp3546,0.73,0.73,4,194,2,0,0,0,sales,low
emp3547,0.67,0.44,5,212,4,0,0,0,sales,low
emp3548,0.58,0.72,5,234,3,1,0,0,sales,low
emp3549,0.9,0.99,4,190,2,0,0,0,sales,low
emp3550,0.99,0.37,5,155,3,0,0,0,sales,low
emp3551,0.89,0.58,4,232,2,0,0,0,sales,low
emp3552,0.72,0.95,4,216,3,0,0,0,sales,low
emp3553,0.77,0.8,3,207,3,0,0,0,sales,low
emp3554,0.8,0.94,4,200,4,0,0,0,sales,medium
emp3555,0.89,0.86,3,178,4,0,0,0,sales,medium
emp3556,0.59,0.81,4,173,2,0,0,0,sales,medium
emp3557,0.24,0.87,5,268,5,0,0,0,sales,medium
emp3558,0.94,0.59,6,212,2,0,0,0,sales,medium
emp3559,0.74,0.5,4,216,3,0,0,0,sales,medium
emp3560,0.63,0.62,5,212,6,0,0,0,sales,medium
emp3561,0.63,0.59,3,155,3,1,0,0,sales,medium
emp3562,0.77,0.65,4,164,2,0,0,0,sales,medium
emp3563,0.87,0.74,3,209,3,0,0,0,accounting,medium
emp3564,0.79,0.61,4,136,3,0,0,0,accounting,medium
emp3565,0.54,0.84,4,223,3,0,0,0,accounting,medium
emp3566,0.59,0.83,4,239,4,0,0,0,hr,high
emp3567,0.86,0.87,3,205,4,0,0,0,hr,low
emp3568,0.98,0.68,3,203,3,0,0,0,hr,medium
emp3569,1,0.79,5,152,4,0,0,0,hr,medium
emp3570,0.9,0.79,4,236,3,1,0,0,technical,medium
emp3571,0.34,0.6,4,114,3,0,0,0,technical,medium
emp3572,0.95,0.93,3,209,2,0,0,0,technical,low
emp3573,0.79,0.48,4,178,2,0,0,0,technical,low
emp3574,0.13,0.91,4,175,5,0,0,0,technical,low
emp3575,0.72,0.69,3,270,4,0,0,0,technical,low
emp3576,0.63,0.54,3,145,2,1,0,0,technical,low
emp3577,0.81,0.76,5,134,2,0,0,0,technical,low
emp3578,0.71,0.75,4,272,4,0,0,0,technical,low
emp3579,0.49,0.76,3,208,2,0,0,0,technical,low
emp3580,0.59,0.65,4,219,3,1,0,0,technical,low
emp3581,0.87,0.59,5,154,3,0,0,0,support,low
emp3582,0.66,0.6,3,179,4,0,0,0,support,low
emp3583,0.78,0.92,5,137,2,0,0,0,support,low
emp3584,0.65,0.7,4,211,2,0,0,0,support,low
emp3585,0.8,0.97,5,271,4,0,0,0,support,low
emp3586,0.56,0.75,4,192,2,0,0,0,support,low
emp3587,0.85,0.67,4,228,4,0,0,0,support,low
emp3588,0.14,0.46,2,267,6,1,0,0,support,low
emp3589,0.74,0.62,4,272,2,0,0,0,support,low
emp3590,0.86,0.93,2,260,2,0,0,0,support,low
emp3591,0.71,0.96,4,161,3,0,0,0,support,low
emp3592,0.83,0.99,4,226,2,0,0,0,technical,low
emp3593,0.52,0.49,4,249,4,1,0,0,technical,medium
emp3594,0.63,0.8,3,243,3,0,0,0,technical,medium
emp3595,0.92,0.93,4,247,2,0,0,0,management,medium
emp3596,0.66,0.87,3,186,2,0,0,0,IT,medium
emp3597,0.77,0.7,3,155,3,0,0,0,IT,medium
emp3598,0.74,0.97,2,135,4,0,0,0,IT,medium
emp3599,0.81,0.76,5,198,4,0,0,0,IT,medium
emp3600,0.67,0.55,3,175,2,0,0,0,IT,medium
emp3601,0.75,0.92,3,192,3,0,0,0,product_mng,medium
emp3602,0.65,0.36,2,282,3,0,0,0,product_mng,medium
emp3603,0.81,0.6,4,179,3,0,0,0,product_mng,medium
emp3604,0.57,0.77,4,245,3,0,0,0,product_mng,medium
emp3605,0.89,0.66,4,235,3,0,0,0,IT,high
emp3606,0.5,0.56,4,266,2,0,0,0,RandD,low
emp3607,0.21,0.42,4,269,4,1,0,0,RandD,medium
emp3608,0.79,0.67,3,264,2,0,0,0,RandD,medium
emp3609,0.66,0.57,3,161,2,1,0,0,RandD,medium
emp3610,0.82,0.95,3,203,3,0,0,0,RandD,medium
emp3611,0.85,0.85,4,258,2,0,0,0,marketing,low
emp3612,0.72,0.96,3,143,3,0,0,0,sales,low
emp3613,0.52,0.92,3,214,3,0,0,0,accounting,low
emp3614,0.5,0.62,4,166,3,1,0,0,support,low
emp3615,0.52,0.82,3,192,3,0,0,0,technical,low
emp3616,0.13,0.87,3,185,4,1,0,0,management,low
emp3617,0.87,0.98,4,173,3,0,0,0,marketing,low
emp3618,0.53,0.98,2,163,3,0,0,0,marketing,low
emp3619,0.15,0.76,5,277,4,0,0,0,marketing,low
emp3620,0.64,0.86,5,274,2,1,0,0,sales,low
emp3621,0.52,0.44,3,119,2,0,0,0,sales,low
emp3622,0.79,0.67,4,267,3,0,0,0,sales,low
emp3623,0.74,0.89,3,160,2,0,0,0,sales,low
emp3624,0.81,0.84,4,198,2,0,0,0,sales,low
emp3625,0.94,0.6,3,193,3,0,0,0,sales,low
emp3626,0.67,0.84,6,250,2,0,0,0,sales,low
emp3627,0.93,0.84,3,237,4,1,0,0,sales,low
emp3628,0.52,0.96,4,170,2,0,0,0,sales,low
emp3629,0.48,0.74,2,157,2,1,0,0,sales,medium
emp3630,0.57,0.92,6,267,4,0,0,0,sales,medium
emp3631,0.71,0.77,4,192,4,0,0,0,sales,medium
emp3632,0.9,0.74,4,218,2,1,0,0,sales,medium
emp3633,0.58,0.61,4,210,3,0,0,0,sales,medium
emp3634,0.66,0.48,4,229,4,0,0,0,sales,medium
emp3635,0.59,0.66,3,186,3,0,0,0,sales,medium
emp3636,0.96,0.5,3,234,2,1,0,0,sales,medium
emp3637,0.13,0.91,2,149,5,0,0,0,sales,medium
emp3638,0.93,0.92,3,205,3,0,0,0,sales,medium
emp3639,0.54,0.72,3,148,4,0,0,0,accounting,medium
emp3640,0.54,0.77,5,270,3,0,0,0,accounting,medium
emp3641,0.87,0.62,3,176,3,0,0,0,accounting,high
emp3642,0.79,0.91,3,226,2,0,0,0,hr,low
emp3643,0.83,0.57,3,232,4,0,0,0,hr,medium
emp3644,0.73,0.6,3,137,3,0,0,0,hr,medium
emp3645,0.29,0.42,6,253,3,0,0,0,hr,medium
emp3646,0.8,0.7,6,231,4,0,0,0,technical,medium
emp3647,0.29,0.81,3,189,6,0,0,0,technical,low
emp3648,0.43,0.85,6,168,2,0,0,0,technical,low
emp3649,0.99,0.93,3,261,3,0,0,0,technical,low
emp3650,0.86,0.51,4,152,3,0,0,0,technical,low
emp3651,0.85,0.78,5,263,2,1,0,0,technical,low
emp3652,0.66,0.68,3,258,3,0,0,0,technical,low
emp3653,0.57,0.99,3,205,3,0,0,0,technical,low
emp3654,0.31,0.64,6,183,2,1,0,0,technical,low
emp3655,0.88,0.88,3,153,3,0,0,0,technical,low
emp3656,0.72,0.72,5,194,4,0,0,0,technical,low
emp3657,0.75,0.66,4,202,2,0,0,0,support,low
emp3658,0.82,0.71,4,164,4,0,0,0,support,low
emp3659,0.82,0.67,3,213,2,0,0,0,support,low
emp3660,0.15,0.52,4,265,6,0,0,0,support,low
emp3661,0.16,0.88,6,218,3,0,0,0,support,low
emp3662,0.95,0.4,5,286,4,0,0,0,support,low
emp3663,0.87,0.73,3,172,3,1,0,0,support,low
emp3664,0.85,0.89,4,251,2,0,0,0,support,low
emp3665,0.58,0.6,3,110,3,1,0,0,support,low
emp3666,0.63,0.86,3,269,4,0,0,0,support,low
emp3667,0.69,0.68,3,151,3,1,0,0,support,low
emp3668,0.53,0.85,5,161,2,0,0,0,technical,medium
emp3669,0.96,0.71,4,210,3,0,0,0,technical,medium
emp3670,0.73,0.83,2,167,3,0,0,0,technical,medium
emp3671,0.5,0.6,3,270,3,1,0,0,management,medium
emp3672,0.81,0.83,3,133,3,1,0,0,IT,medium
emp3673,0.82,0.59,3,249,3,0,0,0,IT,medium
emp3674,0.76,0.72,4,266,3,0,0,0,IT,medium
emp3675,0.27,0.82,4,276,2,0,0,0,IT,medium
emp3676,0.64,0.38,6,215,3,0,0,0,IT,medium
emp3677,0.57,0.9,3,262,2,0,0,0,product_mng,medium
emp3678,0.49,0.84,5,193,3,0,0,0,product_mng,medium
emp3679,0.66,0.92,2,102,4,0,0,0,product_mng,medium
emp3680,0.71,0.36,4,278,4,1,0,0,product_mng,high
emp3681,0.61,0.63,3,250,4,0,0,0,IT,low
emp3682,0.52,0.89,5,193,4,0,0,0,RandD,medium
emp3683,0.62,0.91,3,133,3,0,0,0,RandD,medium
emp3684,0.98,0.65,4,216,4,0,0,0,RandD,medium
emp3685,0.67,0.56,5,174,2,1,0,0,RandD,medium
emp3686,0.85,0.62,2,280,4,0,0,0,RandD,low
emp3687,0.84,0.85,4,246,2,0,0,0,marketing,low
emp3688,1,0.53,3,142,3,0,0,0,sales,low
emp3689,0.72,0.76,4,144,3,1,0,0,accounting,low
emp3690,0.66,0.75,6,100,4,1,0,0,support,low
emp3691,0.64,0.71,5,212,2,0,0,0,technical,low
emp3692,1,0.76,5,201,3,0,0,0,management,low
emp3693,0.75,0.59,5,206,2,0,0,0,marketing,low
emp3694,0.81,0.77,4,197,3,0,0,0,marketing,low
emp3695,0.31,0.98,5,232,5,0,0,0,marketing,low
emp3696,0.32,0.97,6,272,2,0,0,0,sales,low
emp3697,0.48,0.5,4,173,3,0,0,0,sales,low
emp3698,0.62,0.42,2,124,2,0,0,0,sales,low
emp3699,0.77,0.86,5,282,4,0,0,0,sales,low
emp3700,0.76,0.8,2,219,4,1,0,0,sales,low
emp3701,0.68,0.41,3,106,6,0,0,0,sales,low
emp3702,0.72,0.79,4,192,4,0,0,0,sales,low
emp3703,0.87,0.91,5,190,2,0,0,0,sales,low
emp3704,0.59,0.57,2,156,2,0,0,0,sales,low
emp3705,0.7,0.64,3,180,2,0,0,0,sales,low
emp3706,0.73,0.81,4,245,2,0,0,0,sales,low
emp3707,0.58,0.62,3,169,2,0,0,0,sales,medium
emp3708,0.64,0.66,3,188,4,0,0,0,sales,medium
emp3709,0.89,0.66,5,224,2,0,0,0,sales,medium
emp3710,0.95,0.71,3,263,2,1,0,0,sales,medium
emp3711,0.84,0.9,3,262,2,0,0,0,sales,medium
emp3712,0.6,0.99,4,225,3,0,0,0,sales,medium
emp3713,0.71,0.63,5,224,3,1,0,0,sales,medium
emp3714,0.6,0.95,3,266,3,0,0,0,sales,medium
emp3715,0.91,0.68,3,218,3,1,0,0,accounting,medium
emp3716,0.75,1,3,102,3,0,0,0,accounting,medium
emp3717,0.7,0.67,4,181,3,0,0,0,accounting,medium
emp3718,0.23,0.64,5,150,5,0,0,0,hr,medium
emp3719,0.73,0.83,4,270,2,0,0,0,hr,high
emp3720,0.99,0.49,4,270,2,0,0,0,hr,low
emp3721,0.62,0.68,5,265,3,0,0,0,hr,medium
emp3722,0.98,0.89,4,169,3,0,0,0,technical,medium
emp3723,0.61,0.94,3,224,4,0,0,0,technical,medium
emp3724,0.52,0.92,3,150,2,1,0,0,technical,medium
emp3725,0.65,0.66,5,239,4,0,0,0,technical,low
emp3726,0.59,0.9,3,245,3,1,0,0,technical,low
emp3727,0.71,0.8,3,182,2,1,0,0,technical,low
emp3728,0.18,0.7,5,182,4,0,0,0,technical,low
emp3729,0.21,0.93,4,243,4,0,0,0,technical,low
emp3730,0.15,0.67,6,209,5,0,0,0,technical,low
emp3731,0.97,0.53,4,195,4,0,0,0,technical,low
emp3732,0.39,0.48,3,190,2,0,0,0,technical,low
emp3733,0.35,0.66,2,140,2,0,0,0,support,medium
emp3734,0.88,0.58,4,147,4,0,0,0,support,medium
emp3735,0.58,0.97,3,265,3,0,0,0,support,medium
emp3736,0.61,0.78,3,238,2,0,0,0,support,medium
emp3737,0.59,0.98,3,155,3,0,0,0,support,medium
emp3738,0.55,0.41,4,132,5,1,0,0,support,medium
emp3739,0.52,0.8,5,257,3,0,0,0,support,medium
emp3740,0.71,0.77,2,255,3,0,0,0,support,medium
emp3741,0.63,0.82,5,229,2,0,0,0,support,medium
emp3742,0.17,0.84,5,216,4,0,0,0,support,medium
emp3743,0.95,0.49,4,269,4,0,0,0,support,medium
emp3744,1,0.73,3,205,2,0,0,0,technical,medium
emp3745,0.73,0.96,2,151,3,0,0,0,technical,medium
emp3746,0.8,0.64,4,246,3,1,0,0,technical,medium
emp3747,0.63,0.8,4,256,4,0,0,0,management,medium
emp3748,0.95,0.59,4,235,3,0,0,0,IT,medium
emp3749,0.75,0.83,4,229,2,0,0,0,IT,medium
emp3750,0.64,0.72,5,158,3,0,0,0,IT,medium
emp3751,0.72,1,3,197,3,0,0,0,IT,medium
emp3752,0.72,0.53,3,151,4,0,0,0,IT,medium
emp3753,0.85,0.63,3,167,3,0,0,0,product_mng,medium
emp3754,0.24,0.94,4,146,4,0,0,0,product_mng,medium
emp3755,0.69,0.53,4,281,4,0,0,0,product_mng,medium
emp3756,0.69,0.7,3,212,2,0,0,0,product_mng,medium
emp3757,0.87,0.59,5,261,3,0,0,0,IT,medium
emp3758,0.78,0.91,3,238,2,0,0,0,RandD,high
emp3759,0.76,0.74,4,235,3,0,0,0,RandD,high
emp3760,0.35,0.7,3,107,3,0,0,0,RandD,high
emp3761,0.88,0.59,6,243,4,0,0,0,RandD,high
emp3762,0.78,0.79,5,233,3,1,0,0,RandD,high
emp3763,0.36,0.42,3,206,5,0,0,0,marketing,high
emp3764,0.24,0.7,5,172,4,0,0,0,sales,high
emp3765,0.55,0.82,3,248,2,0,0,0,accounting,high
emp3766,0.91,0.53,3,147,4,1,0,0,support,high
emp3767,0.66,0.61,5,259,3,0,0,0,technical,high
emp3768,0.57,0.82,3,267,3,0,0,0,management,high
emp3769,0.64,0.64,3,263,3,0,0,0,marketing,high
emp3770,0.63,0.98,3,160,4,1,0,0,marketing,low
emp3771,0.49,0.92,5,176,3,0,0,0,marketing,low
emp3772,0.7,0.7,3,224,3,0,0,0,sales,low
emp3773,0.3,0.71,3,155,2,0,0,0,sales,low
emp3774,0.51,0.52,3,132,3,0,0,0,sales,low
emp3775,0.71,0.87,5,173,3,0,0,0,sales,low
emp3776,0.64,0.67,3,165,3,0,0,0,sales,low
emp3777,0.67,0.66,6,272,3,0,0,0,sales,low
emp3778,0.83,0.94,5,156,3,1,0,0,sales,low
emp3779,0.92,0.96,3,154,2,1,0,0,sales,low
emp3780,0.84,0.53,3,237,3,1,0,0,sales,low
emp3781,0.97,0.75,2,271,6,0,0,0,sales,low
emp3782,0.19,0.91,6,152,3,0,0,0,sales,low
emp3783,0.86,0.51,4,152,3,1,0,0,sales,low
emp3784,0.71,0.69,3,172,3,0,0,0,sales,low
emp3785,0.76,0.56,4,214,2,1,0,0,sales,medium
emp3786,0.68,0.88,5,201,3,0,0,0,sales,medium
emp3787,0.61,0.99,2,275,3,1,0,0,sales,medium
emp3788,0.85,0.79,3,156,3,0,0,0,sales,medium
emp3789,0.84,0.89,3,234,2,0,0,0,sales,medium
emp3790,0.62,0.63,2,123,2,0,0,0,sales,medium
emp3791,0.77,0.76,3,201,4,0,0,0,accounting,medium
emp3792,0.79,0.93,5,160,4,1,0,0,accounting,medium
emp3793,0.97,0.5,3,173,2,0,0,0,accounting,medium
emp3794,0.59,0.61,4,141,2,1,0,0,hr,medium
emp3795,0.93,0.62,3,231,6,0,0,0,hr,medium
emp3796,0.85,0.54,4,174,2,0,0,0,hr,medium
emp3797,0.7,0.57,4,211,3,0,0,0,hr,high
emp3798,0.54,0.91,3,249,3,0,0,0,technical,high
emp3799,0.42,0.86,2,108,5,0,0,0,technical,high
emp3800,0.96,0.75,4,165,3,0,0,0,technical,high
emp3801,0.58,0.8,3,181,4,0,0,0,technical,high
emp3802,0.61,0.59,3,237,2,0,0,0,technical,high
emp3803,0.62,0.97,5,180,2,0,0,0,technical,high
emp3804,0.68,0.7,3,209,3,0,0,0,technical,high
